#integer	index1	index2																				
state	posterior	prior	likelihood	meanRate	treeModel.rootHeight	yule.birthRate	ac	ag	at	cg	gt	alpha	ucld.mean	ucld.stdev	invgauss.mean	invgauss.stdev	uced.mean	index1	index2	coefficientOfVariation	covariance	treeLikelihood
47625000	-11444.34085	19.70203283	-11464.04288	0.919310052	0.158559106	15.83483374	0.357456543	1.708427354	0.185662688	0.407173836	0.352968104	0.783058656	1	0.506716478	1	2.933847765	1	0	0	0.575770537	-0.148693568	-11464.04288
47630000	-11448.09337	20.06469476	-11468.15807	0.888594244	0.173780644	13.12468413	0.357456543	1.518226229	0.196690836	0.407173836	0.352968104	0.783058656	1	0.492009896	1	4.556566596	1	0	0	0.578452953	-0.128672992	-11468.15807
47635000	-11446.6941	19.98143446	-11466.67553	0.905036012	0.144471001	9.633021785	0.357456543	1.712619049	0.196690836	0.417065677	0.352968104	0.783058656	1	1.247708692	1	0.488844044	1	1	1	0.505537541	0.327078551	-11466.67553
47640000	-11456.47924	18.93884943	-11475.41809	0.797537377	0.150352873	9.609339791	0.357456543	1.657059563	0.196690836	0.440763061	0.352968104	0.783058656	1	3.184621918	1	0.452649564	1	1	1	0.508363947	-0.050835188	-11475.41809
47645000	-11454.37576	20.6919911	-11475.06775	0.927144394	0.140507474	13.24061566	0.34263564	1.657059563	0.196690836	0.373360359	0.352968104	0.783058656	1	4.112912414	1	0.51342647	1	1	1	0.500733907	-0.065326035	-11475.06775
47650000	-11450.58629	22.23463511	-11472.82093	1.056880409	0.142622296	19.46442588	0.341051178	1.520449487	0.196690836	0.373360359	0.297400681	0.815834906	1	0.515718272	1	0.417345736	1	1	1	0.391658299	0.039371986	-11472.82093
47655000	-11451.69312	21.28332035	-11472.97644	0.981350974	0.179049188	12.26674528	0.341051178	1.520449487	0.196690836	0.373360359	0.297400681	0.815834906	1	0.469568377	1	0.700721495	1	0	0	0.467718703	0.235038314	-11472.97644
47660000	-11448.75414	20.59485103	-11469.34899	0.907305883	0.185396459	10.37217271	0.341051178	1.520449487	0.196690836	0.373360359	0.297400681	0.815834906	1	0.411036221	1	3.937317063	1	0	0	0.404982396	0.177260412	-11469.34899
47665000	-11439.599	22.37991073	-11461.97891	1.011630538	0.165937223	16.09645059	0.341051178	1.337188555	0.196690836	0.38640604	0.298927434	0.815834906	1	9.859170169	1	0.420627046	1	1	1	0.435787416	0.082002313	-11461.97891
47670000	-11443.43187	21.02057738	-11464.45245	0.980247991	0.207264562	16.08092868	0.341051178	1.337188555	0.123509236	0.319016587	0.276260311	0.815834906	1	8.852936687	1	0.371758821	1	1	1	0.41805368	0.156013244	-11464.45245
47675000	-11445.9063	21.13943671	-11467.04574	0.913061272	0.189755544	11.80105367	0.341051178	1.337188555	0.123509236	0.37265584	0.276260311	0.815834906	1	6.595232791	1	0.438653035	1	1	1	0.451139164	-0.108338468	-11467.04574
47680000	-11442.59698	20.15230039	-11462.74928	0.909874774	0.193578841	17.92784916	0.341051178	1.337188555	0.190942804	0.335279458	0.194086839	0.815834906	1	9.766654571	1	0.509451164	1	1	1	0.515085893	0.032004897	-11462.74928
47685000	-11446.28199	19.99345348	-11466.27544	0.806524354	0.223962124	9.782531866	0.253718203	1.337188555	0.190942804	0.335279458	0.194086839	0.815834906	1	0.464291261	1	4.08154532	1	0	0	0.532785341	-0.04913947	-11466.27544
47690000	-11442.28603	20.05479687	-11462.34083	0.800654717	0.174699251	12.60092118	0.359142533	1.337188555	0.17541109	0.335443349	0.240723407	0.815834906	1	1.952382948	1	0.504493921	1	1	1	0.407399302	0.189814586	-11462.34083
47695000	-11442.99812	19.07340212	-11462.07152	0.815115186	0.202761591	11.96352911	0.359142533	1.561708902	0.17541109	0.316029635	0.240723407	0.675509436	1	5.331614224	1	0.425661208	1	1	1	0.445482991	0.182123232	-11462.07152
47700000	-11447.13576	20.54436084	-11467.68013	0.927631864	0.157031844	18.14861368	0.359142533	1.561708902	0.17541109	0.355562709	0.313407369	0.747289467	1	2.022304	1	0.436085143	1	1	1	0.421214594	0.219516824	-11467.68013
47705000	-11448.24506	21.80962863	-11470.05469	0.989078772	0.163692186	13.11582165	0.377583198	1.561708902	0.17541109	0.355562709	0.209249509	0.747289467	1	0.268970209	1	9.199191578	1	0	0	0.394392078	-0.065675398	-11470.05469
47710000	-11441.3747	20.92770278	-11462.3024	0.964239791	0.148152523	9.52667006	0.31942884	1.48463238	0.17541109	0.439147485	0.209249509	0.747289467	1	4.003216134	1	0.370662468	1	1	1	0.520067812	-0.353313974	-11462.3024
47715000	-11435.56256	21.31339319	-11456.87595	0.961530921	0.172898235	16.19385593	0.31942884	1.426806248	0.17541109	0.439147485	0.230049248	0.700234982	1	0.513173459	1	0.423626633	1	1	1	0.554254785	0.028829931	-11456.87595
47720000	-11440.58719	22.8539374	-11463.44113	1.029218791	0.149813344	15.69630877	0.318345925	1.426806248	0.17541109	0.300659861	0.208536951	0.700234982	1	3.522281966	1	0.331439506	1	1	1	0.377295249	-0.109705105	-11463.44113
47725000	-11443.24269	21.97477022	-11465.21746	0.957182796	0.16557927	10.4778053	0.318345925	1.426806248	0.175719262	0.300659861	0.208536951	0.700234982	1	0.38899612	1	0.972501659	1	0	0	0.378078911	-0.340075827	-11465.21746
47730000	-11441.50997	22.1153262	-11463.6253	1.038230132	0.142511295	11.35845427	0.318345925	1.52520852	0.175719262	0.478117391	0.208536951	0.700234982	1	0.362807316	1	7.292368466	1	0	0	0.461219344	0.169867597	-11463.6253
47735000	-11439.71278	21.22995418	-11460.94273	1.005572001	0.145417019	18.14895151	0.318345925	1.52520852	0.175719262	0.409107374	0.208536951	0.700234982	1	0.316661851	1	5.474379834	1	0	0	0.36620828	0.016676264	-11460.94273
47740000	-11437.12444	21.67811802	-11458.80256	1.004660441	0.150359438	12.81785845	0.318345925	1.52520852	0.175719262	0.406435025	0.208536951	0.700234982	1	0.385668503	1	1.717485819	1	0	0	0.405227261	0.322161104	-11458.80256
47745000	-11444.14557	20.1670269	-11464.31259	0.805152417	0.219817936	9.920396242	0.318345925	1.52520852	0.175719262	0.406435025	0.198070092	0.700234982	1	0.445155929	1	8.526191179	1	0	0	0.527186713	0.130854526	-11464.31259
47750000	-11441.14385	20.87468161	-11462.01853	0.904877745	0.161699951	13.03550599	0.318345925	1.52520852	0.175719262	0.406435025	0.198070092	0.753576185	1	2.109629985	1	0.494762409	1	1	1	0.52594416	0.090251866	-11462.01853
47755000	-11444.95862	21.40626818	-11466.36488	1.007220313	0.146993026	11.52193385	0.318345925	1.52520852	0.175719262	0.406435025	0.215102763	0.753576185	1	6.373729557	1	0.52083301	1	1	1	0.504392796	-0.143890497	-11466.36488
47760000	-11444.03439	21.11950285	-11465.1539	0.947167746	0.145905968	12.88246078	0.318345925	1.52520852	0.175719262	0.406435025	0.215102763	0.753576185	1	6.410511998	1	0.553958499	1	1	1	0.526555691	0.031350025	-11465.1539
47765000	-11440.29552	21.86023644	-11462.15576	0.948461992	0.149790294	16.235915	0.318345925	1.330517099	0.150249013	0.406435025	0.215102763	0.753576185	1	0.470893419	1	0.284522843	1	1	1	0.362820922	-0.285135024	-11462.15576
47770000	-11442.23407	21.31316396	-11463.54724	0.974434336	0.186966267	17.4537813	0.336519789	1.330517099	0.14316891	0.406435025	0.219676339	0.770756664	1	1.662801884	1	0.303811599	1	1	1	0.385858872	0.136376399	-11463.54724
47775000	-11439.41156	20.94232063	-11460.35388	0.901458849	0.183925781	10.45951658	0.336519789	1.330517099	0.14316891	0.423626048	0.219676339	0.795431906	1	1.977601713	1	0.385559597	1	1	1	0.377851516	-0.008355725	-11460.35388
47780000	-11440.5772	19.90637373	-11460.48357	0.84895891	0.222108523	8.391980041	0.329780685	1.330517099	0.14316891	0.423626048	0.219676339	0.795431906	1	6.032610503	1	0.514261682	1	1	1	0.48982615	0.368160057	-11460.48357
47785000	-11447.62105	21.5289293	-11469.14997	1.010247502	0.149334507	15.22038504	0.329780685	1.301650736	0.14316891	0.423626048	0.219676339	0.700983604	1	1.767048656	1	0.427569794	1	1	1	0.442330715	-0.248661982	-11469.14997
47790000	-11456.21378	17.99080928	-11474.20459	0.934447092	0.158376563	22.46618248	0.315453448	1.301650736	0.14316891	0.386442398	0.293305509	0.700983604	1	6.958611236	1	0.587213925	1	1	1	0.436263006	0.017310009	-11474.20459
47795000	-11446.77546	20.5152357	-11467.29069	0.902316541	0.18161282	12.75831199	0.315453448	1.375614219	0.14316891	0.386442398	0.293305509	0.608000632	1	2.770389717	1	0.735457789	1	1	1	0.523019409	0.051784487	-11467.29069
47800000	-11438.76519	22.54742103	-11461.31261	1.045992306	0.152782323	14.27141103	0.315453448	1.375614219	0.143863424	0.407933479	0.293305509	0.862691032	1	3.313435991	1	0.609883878	1	1	1	0.589458474	-0.277740103	-11461.31261
47805000	-11442.99662	21.49045432	-11464.48708	0.949820405	0.186143249	16.06054752	0.315453448	1.375614219	0.143863424	0.330699079	0.247875169	0.813712096	1	1.913143428	1	0.412366756	1	1	1	0.498269054	-0.283660561	-11464.48708
47810000	-11443.72923	20.78883864	-11464.51807	0.940124807	0.171957978	18.75723316	0.315453448	1.375614219	0.124749024	0.291493067	0.236533067	0.813712096	1	0.15706023	1	0.424197589	1	1	1	0.539939568	-0.00394913	-11464.51807
47815000	-11449.52405	22.74693034	-11472.27098	1.012151352	0.159764987	11.09759565	0.282791296	1.375614219	0.124749024	0.462919999	0.195748905	0.867544961	1	3.639332722	1	0.561712607	1	1	1	0.405144069	0.26210135	-11472.27098
47820000	-11439.729	21.95059049	-11461.67959	0.937310528	0.184812531	11.27389266	0.285124306	1.283167323	0.124749024	0.462919999	0.231783883	0.867544961	1	0.573872748	1	0.387454299	1	1	1	0.401271236	0.019540779	-11461.67959
47825000	-11437.55272	20.97275912	-11458.52548	0.856885308	0.186527773	12.09946988	0.285124306	1.283167323	0.172183915	0.353991616	0.231783883	0.867544961	1	5.327314098	1	0.238445157	1	1	1	0.323679362	-0.026622393	-11458.52548
47830000	-11440.24218	21.69746178	-11461.93964	0.898440282	0.175580892	9.231910251	0.285124306	1.166261258	0.117232948	0.353991616	0.231783883	0.867544961	1	8.715630009	1	0.34647824	1	1	1	0.455833458	-0.075636207	-11461.93964
47835000	-11448.04187	20.09941091	-11468.14128	0.878044893	0.201629958	16.77021403	0.285124306	1.299189554	0.117232948	0.353991616	0.215680641	0.867544961	1	6.018407513	1	0.458651742	1	1	1	0.453174897	-0.129510516	-11468.14128
47840000	-11447.67492	16.93502086	-11464.60994	0.789465283	0.203858463	19.04337023	0.285124306	1.299189554	0.192819544	0.328273294	0.215680641	0.867544961	1	7.616105816	1	0.296478061	1	1	1	0.351282928	-0.16443225	-11464.60994
47845000	-11447.54825	20.85327697	-11468.40153	0.84607198	0.18439623	8.967006883	0.285124306	1.299189554	0.192819544	0.333920063	0.206199047	0.867544961	1	9.925586698	1	0.348298378	1	1	1	0.400421825	-0.49256695	-11468.40153
47850000	-11441.50184	20.92751893	-11462.42936	0.898034503	0.168667055	9.273616054	0.305038214	1.299189554	0.192819544	0.333920063	0.252430024	0.867544961	1	2.853731926	1	0.42374112	1	1	1	0.385227673	0.132065759	-11462.42936
47855000	-11441.56832	22.59339055	-11464.16171	1.065621718	0.139788093	10.80889788	0.305038214	1.299189554	0.173847432	0.333920063	0.252430024	0.822832433	1	3.616024038	1	0.410681953	1	1	1	0.380843399	-0.184444077	-11464.16171
47860000	-11447.15708	22.59134305	-11469.74842	1.025988852	0.164955535	16.75016304	0.305038214	1.299189554	0.14938783	0.394137546	0.186579269	0.784510032	1	8.953599073	1	0.276396139	1	1	1	0.338361224	0.245655693	-11469.74842
47865000	-11443.00076	23.32059095	-11466.32135	1.113152757	0.134322069	15.07846594	0.305038214	1.143917674	0.14938783	0.394137546	0.186579269	0.784510032	1	0.423359416	1	1.220586766	1	0	0	0.391771894	-0.276739343	-11466.32135
47870000	-11438.5572	22.34320465	-11460.90041	1.028504411	0.13276855	17.46289166	0.290912815	1.324769646	0.14938783	0.406118009	0.186579269	0.784510032	1	9.919716375	1	0.437990725	1	1	1	0.465077667	0.329265045	-11460.90041
47875000	-11444.57996	20.85524022	-11465.4352	0.911576143	0.173789401	9.084405961	0.290912815	1.403287877	0.14938783	0.406118009	0.205054521	0.784510032	1	3.405978593	1	0.402272859	1	1	1	0.474902052	-0.041610761	-11465.4352
47880000	-11443.70023	21.68083558	-11465.38107	0.916826035	0.156747806	12.36931551	0.290912815	1.403287877	0.153308026	0.41434451	0.205054521	0.784510032	1	0.300852986	1	2.234635291	1	0	0	0.397515448	0.048932669	-11465.38107
47885000	-11437.473	21.22900801	-11458.702	0.959444402	0.159384033	17.30583574	0.290912815	1.403287877	0.182898067	0.402378928	0.205054521	0.752842636	1	9.203296055	1	0.353669996	1	1	1	0.419330249	-0.049752445	-11458.702
47890000	-11446.08117	22.01290743	-11468.09408	0.986065831	0.154695046	10.88782885	0.290912815	1.403287877	0.182898067	0.43421076	0.205054521	0.752842636	1	9.010205898	1	0.507673825	1	1	1	0.45337857	-0.057428689	-11468.09408
47895000	-11444.41354	19.45641503	-11463.86995	0.843852533	0.186282695	13.88347772	0.318530646	1.403287877	0.183037451	0.418889066	0.229682948	0.70730603	1	4.612036105	1	0.406453794	1	1	1	0.43794026	0.01361506	-11463.86995
47900000	-11445.78438	21.34341698	-11467.1278	0.955011636	0.160545999	11.58936544	0.318530646	1.403287877	0.146299315	0.335901875	0.229682948	0.70730603	1	2.115775887	1	0.463072192	1	1	1	0.461385109	-0.231084882	-11467.1278
47905000	-11443.13094	21.31538907	-11464.44632	0.929253817	0.169163961	9.793592327	0.318530646	1.403287877	0.171828135	0.409538424	0.229682948	0.70730603	1	4.875892048	1	0.467271184	1	1	1	0.527051799	0.209082596	-11464.44632
47910000	-11440.99994	19.09972504	-11460.09967	0.875660109	0.166873501	18.07372285	0.315516536	1.540436688	0.166847215	0.409538424	0.261428795	0.70730603	1	0.387623614	1	6.083336461	1	0	0	0.456210958	-0.004140294	-11460.09967
47915000	-11438.34159	19.62239522	-11457.96399	0.829572063	0.185786372	10.00192023	0.325032601	1.540436688	0.144998136	0.409538424	0.261428795	0.848333801	1	5.306235281	1	0.592935826	1	1	1	0.560406464	-0.186106173	-11457.96399
47920000	-11442.98944	19.0373665	-11462.0268	0.856248887	0.174577931	6.505652386	0.305931806	1.540436688	0.144998136	0.409538424	0.252651383	0.848333801	1	0.294259101	1	5.416123159	1	0	0	0.405743852	-0.118003995	-11462.0268
47925000	-11438.91667	21.25192201	-11460.1686	0.919418422	0.158221022	12.7237382	0.305931806	1.540436688	0.144998136	0.387506185	0.278818014	0.848333801	1	4.252535741	1	0.360215509	1	1	1	0.358082089	-0.121450882	-11460.1686
47930000	-11441.85742	20.61649485	-11462.47392	0.947957979	0.160673735	8.482374357	0.305931806	1.540436688	0.144998136	0.442987017	0.278818014	0.848333801	1	8.281764883	1	0.260823407	1	1	1	0.336736589	0.147163641	-11462.47392
47935000	-11437.83858	19.69681996	-11457.5354	0.834102384	0.179362266	14.69574683	0.302694359	1.540436688	0.144998136	0.442987017	0.278818014	0.746671025	1	0.465504181	1	7.513302424	1	0	0	0.470368605	-0.246764177	-11457.5354
47940000	-11442.82571	17.18453563	-11460.01024	0.736579564	0.225629235	16.56652484	0.275343718	1.540436688	0.144998136	0.442987017	0.278818014	0.746671025	1	0.971184804	1	0.537849998	1	1	1	0.568761684	-0.053958187	-11460.01024
47945000	-11438.68475	21.91451608	-11460.59926	0.958161634	0.148906519	11.32586222	0.275343718	1.540436688	0.144998136	0.339151042	0.278818014	0.746671025	1	2.480956069	1	0.536219388	1	1	1	0.551504146	0.050949924	-11460.59926
47950000	-11441.19079	21.81398926	-11463.00478	1.007239677	0.138734269	20.11771372	0.336941892	1.540436688	0.144998136	0.339151042	0.278818014	0.746671025	1	0.46282775	1	6.244749975	1	0	0	0.516498477	-0.060983539	-11463.00478
47955000	-11444.36533	21.87230205	-11466.23763	1.05869543	0.14469804	23.00899522	0.336941892	1.336595453	0.144998136	0.339151042	0.278818014	0.746671025	1	5.263886809	1	0.356195588	1	1	1	0.406582934	0.124649689	-11466.23763
47960000	-11444.55477	21.98431879	-11466.53908	1.018608688	0.159119919	12.37768249	0.336941892	1.336595453	0.144998136	0.339151042	0.293551896	0.746671025	1	8.379150714	1	0.257351452	1	1	1	0.356033587	0.037908832	-11466.53908
47965000	-11444.5104	21.04819973	-11465.5586	0.916772281	0.184748657	13.47058017	0.336941892	1.336595453	0.140471561	0.339151042	0.293551896	0.753212891	1	9.939157513	1	0.180964	1	1	1	0.311044146	-0.288496591	-11465.5586
47970000	-11441.90145	22.04656117	-11463.94802	0.94522121	0.157467122	12.0170147	0.336941892	1.336595453	0.140471561	0.410999169	0.293551896	0.918809864	1	1.217965672	1	0.346477832	1	1	1	0.418347524	0.016618279	-11463.94802
47975000	-11444.11519	22.77373405	-11466.88892	1.056549499	0.139123378	15.60871404	0.336941892	1.336595453	0.16798931	0.410999169	0.209394722	0.689995918	1	0.342575969	1	0.837123044	1	0	0	0.390778134	0.176457769	-11466.88892
47980000	-11447.4515	18.75536712	-11466.20687	0.831664596	0.193133129	17.52742728	0.336941892	1.376333299	0.17006229	0.338693092	0.273780175	0.689995918	1	0.393413026	1	3.584614137	1	0	0	0.501402904	-0.088925331	-11466.20687
47985000	-11448.58547	19.36706334	-11467.95253	0.739525265	0.260500937	10.75594824	0.336941892	1.376333299	0.133289185	0.341061045	0.273780175	0.689995918	1	7.454208584	1	0.525361745	1	1	1	0.557564008	0.048096684	-11467.95253
47990000	-11449.43684	19.1827273	-11468.61956	0.80666813	0.234467449	13.94622449	0.336941892	1.376333299	0.133289185	0.341061045	0.273780175	0.648104789	1	8.966982616	1	0.453432069	1	1	1	0.57333236	-0.307735785	-11468.61956
47995000	-11447.28736	17.83385849	-11465.12122	0.755573428	0.214951073	17.47109997	0.336941892	1.376333299	0.133289185	0.341061045	0.273780175	0.676605787	1	1.494273094	1	0.428835899	1	1	1	0.449540369	-0.118456382	-11465.12122
48000000	-11443.62949	20.44427126	-11464.07377	0.864775673	0.154446153	14.60602592	0.336941892	1.376333299	0.133097068	0.341061045	0.238043298	0.676605787	1	8.148196483	1	0.394690588	1	1	1	0.45845752	0.050763827	-11464.07377
48005000	-11442.89784	19.5991337	-11462.49697	0.734413929	0.186944902	8.819272473	0.260751319	1.231882838	0.133097068	0.341061045	0.238043298	0.732464678	1	5.837149004	1	0.807515937	1	1	1	0.783688998	0.071095838	-11462.49697
48010000	-11444.00496	18.48802386	-11462.49299	0.684610449	0.214835668	9.817359592	0.260751319	1.231882838	0.157179562	0.341061045	0.210984342	0.732464678	1	0.425707161	1	0.888845724	1	1	1	0.880034733	0.050082062	-11462.49299
48015000	-11443.08668	19.61262031	-11462.6993	0.711001984	0.164060747	9.456072374	0.260751319	1.231882838	0.157179562	0.341061045	0.207025609	0.732464678	1	3.125755893	1	1.053497114	1	1	1	0.773062688	-8.47E-04	-11462.6993
48020000	-11438.03151	19.4445515	-11457.47607	0.7478728	0.178000577	9.742332253	0.260751319	1.231882838	0.157179562	0.341061045	0.207025609	0.732464678	1	4.636639933	1	0.945251387	1	1	1	0.698136687	-0.108495322	-11457.47607
48025000	-11450.89663	18.48183888	-11469.37847	0.745428988	0.165136004	5.70952793	0.260751319	1.231882838	0.157179562	0.341061045	0.207025609	0.732464678	1	0.636339246	1	8.344034168	1	0	0	0.630546968	-0.070414935	-11469.37847
48030000	-11440.80345	20.93115927	-11461.73461	0.897785738	0.167601276	15.5719643	0.260751319	1.284076084	0.157179562	0.341061045	0.207025609	0.732464678	1	1.238339972	1	0.485974149	1	1	1	0.482372527	-0.016282844	-11461.73461
48035000	-11440.18098	22.52837012	-11462.70935	0.992591951	0.132173312	14.60881968	0.315002642	1.284076084	0.125567035	0.341061045	0.207025609	0.857406686	1	3.745292395	1	0.758061566	1	1	1	0.527829326	-0.118118288	-11462.70935
48040000	-11437.884	23.46149821	-11461.3455	1.121607957	0.124363407	19.17322505	0.315002642	1.284076084	0.125567035	0.341061045	0.189285874	0.690086952	1	0.403982454	1	3.955303334	1	0	0	0.438912707	0.084289378	-11461.3455
48045000	-11446.05736	19.86062243	-11465.91798	0.946232915	0.148562827	22.58121124	0.315002642	1.284076084	0.157479568	0.349144477	0.189285874	0.690086952	1	0.374578323	1	7.999800561	1	0	0	0.452621442	0.11218158	-11465.91798
48050000	-11447.47017	21.97629078	-11469.44646	1.046616083	0.150285801	16.85325826	0.315002642	1.284076084	0.157479568	0.350441107	0.299641355	0.719311181	1	0.300865136	1	1.032346149	1	0	0	0.407224071	0.03130083	-11469.44646
48055000	-11442.99826	22.17266619	-11465.17093	1.028604015	0.151300609	11.07008882	0.315002642	1.284076084	0.130063322	0.350441107	0.232869927	0.719311181	1	0.39957041	1	5.608353112	1	0	0	0.391390692	-0.147397806	-11465.17093
48060000	-11442.91261	22.38725608	-11465.29987	0.992852742	0.16525606	15.64567822	0.315002642	1.284076084	0.130063322	0.350441107	0.232869927	0.803455673	1	0.26734237	1	9.466293888	1	0	0	0.350762357	-0.183509492	-11465.29987
48065000	-11443.06633	21.86774385	-11464.93407	0.892964296	0.175296455	14.65600773	0.315002642	1.284076084	0.109606347	0.350441107	0.232869927	0.803455673	1	0.353247871	1	6.270980707	1	0	0	0.404967597	-0.077139532	-11464.93407
48070000	-11440.04275	21.85211767	-11461.89487	0.901936381	0.209243698	11.2526921	0.316042654	1.284076084	0.109606347	0.350441107	0.232869927	0.803455673	1	8.226079111	1	0.438182688	1	1	1	0.502716958	-0.005663584	-11461.89487
48075000	-11449.16767	19.94106699	-11469.10874	0.908480828	0.216520052	18.00801475	0.305822524	1.284076084	0.109606347	0.350441107	0.232869927	0.803455673	1	0.866144961	1	0.460494627	1	1	1	0.449967558	-0.340502734	-11469.10874
48080000	-11443.88278	21.65431422	-11465.5371	0.877683305	0.154851748	11.38395152	0.305822524	1.284076084	0.172613665	0.350441107	0.232869927	0.803455673	1	0.375694582	1	4.824179907	1	0	0	0.356873956	0.120436355	-11465.5371
48085000	-11441.24896	22.16018416	-11463.40915	0.992093504	0.143224091	17.03634697	0.285922744	1.266968825	0.172613665	0.332166366	0.232869927	0.775417258	1	0.287078268	1	4.343916645	1	0	0	0.406278953	0.27665915	-11463.40915
48090000	-11438.66965	21.93215284	-11460.60181	1.030984179	0.148404974	8.958715613	0.282117273	1.266968825	0.166223128	0.332166366	0.232869927	0.775417258	1	0.544874598	1	5.125745366	1	0	0	0.477261426	0.235179165	-11460.60181
48095000	-11442.82076	23.02714687	-11465.8479	1.063710009	0.143210491	10.61376222	0.282117273	1.266968825	0.120670291	0.332166366	0.196159741	0.775417258	1	0.604503124	1	0.623713941	1	1	1	0.519776863	-0.048831261	-11465.8479
48100000	-11442.44092	23.36832027	-11465.80924	1.158132462	0.11719115	9.921300358	0.270039731	1.212446513	0.157777881	0.332166366	0.255984247	0.775417258	1	9.516119121	1	0.669432095	1	1	1	0.517502098	0.167985126	-11465.80924
48105000	-11440.38355	23.59187943	-11463.97543	1.126447791	0.116839264	11.38771173	0.270039731	1.281856302	0.132610248	0.332166366	0.255984247	0.775417258	1	2.695664184	1	0.612908661	1	1	1	0.563411174	0.106218543	-11463.97543
48110000	-11443.70131	22.39474145	-11466.09605	1.072093617	0.129885354	11.39012081	0.270039731	1.281856302	0.132610248	0.438737727	0.255984247	0.775417258	1	6.601129184	1	0.666162804	1	1	1	0.539078558	0.052811211	-11466.09605
48115000	-11438.74939	22.37087645	-11461.12027	0.95494555	0.132262004	12.71270348	0.270039731	1.373336726	0.145806752	0.372821596	0.255984247	0.901658774	1	0.525681554	1	8.844427224	1	0	0	0.464979531	-0.06926122	-11461.12027
48120000	-11442.38565	21.09929604	-11463.48494	0.976539473	0.150790354	11.22572613	0.373418038	1.355943068	0.145806752	0.372821596	0.255984247	0.901658774	1	8.310031984	1	0.454866224	1	1	1	0.525264032	0.192730688	-11463.48494
48125000	-11442.87373	21.72157716	-11464.5953	0.963973453	0.149853431	16.28866719	0.306645455	1.355943068	0.145806752	0.372821596	0.255984247	0.901658774	1	7.926282932	1	0.528326626	1	1	1	0.482091905	-0.092176847	-11464.5953
48130000	-11452.98362	20.21003252	-11473.19366	0.891494538	0.186355649	10.56531818	0.322809102	1.355943068	0.145806752	0.447548072	0.255984247	0.901658774	1	3.54924916	1	0.212548396	1	1	1	0.292457465	-0.191355679	-11473.19366
48135000	-11445.80035	18.50118363	-11464.30153	0.714516501	0.219972424	9.157223513	0.273030282	1.407411655	0.180378219	0.39972423	0.291198562	0.758045582	1	8.077241088	1	0.467212154	1	1	1	0.546642963	-0.458636339	-11464.30153
48140000	-11445.88874	19.97326513	-11465.862	0.86274525	0.17762256	10.62558217	0.273030282	1.407411655	0.188142604	0.39972423	0.291198562	0.758045582	1	6.114895023	1	0.477632789	1	1	1	0.468067701	-0.1336783	-11465.862
48145000	-11445.10244	18.95697074	-11464.05941	0.738210832	0.2129187	8.689181028	0.273030282	1.407411655	0.188142604	0.345591106	0.272490172	0.758045582	1	0.763699039	1	9.856316312	1	0	0	0.689856055	0.448429598	-11464.05941
48150000	-11446.45537	20.09333736	-11466.54871	0.794888311	0.193762649	12.54519813	0.273030282	1.407411655	0.188142604	0.376528001	0.272490172	0.844409908	1	0.715513677	1	8.326850221	1	0	0	0.535130965	0.017544728	-11466.54871
48155000	-11450.71932	21.78651091	-11472.50583	0.984728362	0.150149204	15.87708414	0.329597345	1.407411655	0.184554626	0.376528001	0.272490172	0.955195549	1	1.128632053	1	0.663652226	1	1	1	0.514261089	0.021228223	-11472.50583
48160000	-11445.67869	20.29744094	-11465.97613	0.861552824	0.17735251	8.154112467	0.323305257	1.407411655	0.184554626	0.368634501	0.222616267	0.955195549	1	9.42023954	1	0.62594031	1	1	1	0.513955516	0.12988637	-11465.97613
48165000	-11441.45807	21.42085104	-11462.87892	0.919698017	0.167126846	10.36306129	0.323305257	1.413258085	0.144681426	0.368634501	0.251939529	0.955195549	1	1.613551094	1	0.379443921	1	1	1	0.391920712	-0.146471409	-11462.87892
48170000	-11450.28674	19.95554436	-11470.24228	0.911839829	0.161105702	20.53199236	0.347151477	1.413258085	0.144681426	0.44621949	0.251939529	0.955195549	1	2.122756095	1	0.505089661	1	1	1	0.480180857	0.138112678	-11470.24228
48175000	-11448.16435	17.83608116	-11466.00043	0.81718613	0.216291014	17.90944449	0.347808082	1.413258085	0.165168917	0.44621949	0.251939529	0.954246471	1	1.387625024	1	0.493898075	1	1	1	0.527948013	0.307311462	-11466.00043
48180000	-11449.02734	19.22975156	-11468.25709	0.864524546	0.195937934	13.11711438	0.347808082	1.413258085	0.132758738	0.437944939	0.251939529	0.954246471	1	0.4433752	1	2.642519895	1	0	0	0.489846398	-0.172994671	-11468.25709
48185000	-11444.99199	20.02492129	-11465.01691	0.836867313	0.15208294	13.81015091	0.347808082	1.387381916	0.132758738	0.386378479	0.251939529	0.943016161	1	0.554530668	1	6.387358993	1	0	0	0.666714895	-0.374331898	-11465.01691
48190000	-11439.11177	21.73781877	-11460.84959	0.984010818	0.136890918	12.5197969	0.341039814	1.387381916	0.132758738	0.403314256	0.251939529	0.943016161	1	0.505280891	1	8.419222282	1	0	0	0.507218462	0.104289571	-11460.84959
48195000	-11446.15996	20.72879639	-11466.88875	0.918729777	0.153427888	9.40293568	0.341039814	1.273015214	0.132758738	0.403314256	0.251939529	0.738641186	1	3.222894217	1	0.494640138	1	1	1	0.422974548	-0.035513776	-11466.88875
48200000	-11443.90527	21.36884156	-11465.27412	0.942220864	0.157762775	9.06108655	0.341039814	1.4362266	0.132758738	0.403314256	0.251939529	0.738641186	1	9.944621341	1	0.469785189	1	1	1	0.471165408	-0.184638668	-11465.27412
